station,date,n_total,n_retained,rmsp_median,rmsp_p95,frac_retained
gz01,2011-01-11,5760,5760,0.0019,0.0036,1.0
gz01,2011-01-12,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-13,5760,5760,0.002,0.0036,1.0
gz01,2011-01-14,5760,5760,0.002,0.0036,1.0
gz01,2011-01-15,5760,5760,0.0019,0.0036,1.0
gz01,2011-01-16,5760,5760,0.002,0.0036,1.0
gz01,2011-01-17,5760,5760,0.0019,0.0036,1.0
gz01,2011-01-18,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-19,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-20,5760,5760,0.0019,0.0034,1.0
gz01,2011-01-21,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-22,5760,5760,0.002,0.0039,1.0
gz01,2011-01-23,5760,5760,0.0019,0.0034,1.0
gz01,2011-01-24,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-25,5760,5760,0.0019,0.0036,1.0
gz01,2011-01-26,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-27,5760,5760,0.0019,0.0034,1.0
gz01,2011-01-28,5760,5760,0.0019,0.0037,1.0
gz01,2011-01-29,5760,5760,0.002,0.0042,1.0
gz01,2011-01-30,5760,5760,0.0019,0.0035,1.0
gz01,2011-01-31,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-01,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-02,5760,5760,0.002,0.0035,1.0
gz01,2011-02-03,5760,5760,0.002,0.0036,1.0
gz01,2011-02-04,5760,5760,0.0021,0.0037,1.0
gz01,2011-02-05,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-06,5760,5760,0.002,0.0036,1.0
gz01,2011-02-07,5760,5760,0.0018,0.0034,1.0
gz01,2011-02-08,5760,5760,0.0018,0.0035,1.0
gz01,2011-02-09,5760,5760,0.0018,0.0034,1.0
gz01,2011-02-10,5760,5760,0.0018,0.0034,1.0
gz01,2011-02-11,5760,5760,0.0019,0.0034,1.0
gz01,2011-02-12,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-13,5760,5760,0.0018,0.0035,1.0
gz01,2011-02-14,5760,5760,0.0019,0.0034,1.0
gz01,2011-02-15,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-16,5760,5760,0.0018,0.0034,1.0
gz01,2011-02-17,5760,5760,0.0018,0.0034,1.0
gz01,2011-02-18,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-19,5760,5760,0.0019,0.0036,1.0
gz01,2011-02-20,5760,5760,0.002,0.0036,1.0
gz01,2011-02-21,5760,5760,0.0019,0.0034,1.0
gz01,2011-02-22,5760,5760,0.0019,0.0034,1.0
gz01,2011-02-23,5760,5760,0.0018,0.0035,1.0
gz01,2011-02-24,5760,5760,0.0019,0.0034,1.0
gz01,2011-02-25,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-26,5760,5760,0.0019,0.0035,1.0
gz01,2011-02-27,5760,5760,0.0018,0.0033,1.0
gz01,2011-02-28,5760,5760,0.0018,0.0034,1.0
gz01,2011-03-01,5760,5760,0.002,0.0036,1.0
gz01,2011-03-02,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-03,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-04,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-05,5760,5760,0.0019,0.0035,1.0
gz01,2011-03-06,5760,5760,0.0019,0.0034,1.0
gz01,2011-03-07,5760,5760,0.0019,0.0034,1.0
gz01,2011-03-08,5760,5760,0.0018,0.0034,1.0
gz01,2011-03-09,5760,5760,0.0018,0.0034,1.0
gz01,2011-03-10,5760,5760,0.002,0.0036,1.0
gz01,2011-03-11,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-12,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-13,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-14,5760,5760,0.0019,0.0035,1.0
gz01,2011-03-15,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-16,5760,5760,0.0019,0.0035,1.0
gz01,2011-03-17,5760,5760,0.0019,0.0035,1.0
gz01,2011-03-18,5760,5760,0.0019,0.0035,1.0
gz01,2011-03-19,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-20,5760,5760,0.002,0.0037,1.0
gz01,2011-03-21,5760,5760,0.0019,0.003505000000000018,1.0
gz01,2011-03-22,5760,5760,0.002,0.0037,1.0
gz01,2011-03-23,5760,5760,0.002,0.0038,1.0
gz01,2011-03-24,5760,5760,0.002,0.0036,1.0
gz01,2011-03-25,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-26,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-27,5760,5760,0.0019,0.0036,1.0
gz01,2011-03-28,5760,5760,0.002,0.0037,1.0
gz01,2011-03-29,5760,5760,0.002,0.0037,1.0
gz01,2011-03-30,5760,5760,0.002,0.0037,1.0
gz01,2011-03-31,5760,5760,0.0021,0.0039,1.0
gz01,2011-04-01,5760,5760,0.0021,0.0039,1.0
gz01,2011-04-02,5760,5760,0.0022,0.0045,1.0
gz01,2011-04-03,5760,5760,0.002,0.004,1.0
gz01,2011-04-04,5760,5760,0.0019,0.0036,1.0
gz01,2011-04-05,5760,5760,0.0019,0.0036,1.0
gz01,2011-04-06,5760,5760,0.0022,0.0043,1.0
gz01,2011-04-07,5760,5760,0.00185,0.0036,1.0
gz01,2011-04-08,5760,5760,0.002,0.0037,1.0
gz01,2011-04-09,5760,5760,0.0019,0.0037,1.0
gz01,2011-04-10,5760,5760,0.002,0.0037,1.0
gz01,2011-04-11,5760,5760,0.0019,0.0036,1.0
gz01,2011-04-12,5760,5760,0.002,0.0037,1.0
gz01,2011-04-13,5760,5760,0.0019,0.0037,1.0
gz01,2011-04-14,5760,5760,0.0019,0.0035,1.0
gz01,2011-04-15,5760,5760,0.0019,0.0038,1.0
gz01,2011-04-16,5760,5760,0.002,0.0038,1.0
gz01,2011-04-17,5760,5760,0.0019,0.0035,1.0
gz01,2011-04-18,5760,5760,0.002,0.0036,1.0
gz01,2011-04-19,5760,5760,0.0019,0.0036,1.0
gz01,2011-04-20,5760,5760,0.002,0.0036,1.0
gz01,2011-04-21,5760,5760,0.0019,0.0035,1.0
gz01,2011-04-22,5760,5760,0.0019,0.0035,1.0
gz01,2011-04-23,5760,5760,0.0019,0.0037,1.0
gz01,2011-04-24,5760,5760,0.002,0.003805000000000018,1.0
gz01,2011-04-25,5760,5760,0.002,0.0038,1.0
gz01,2011-04-26,5760,5760,0.002,0.0038,1.0
gz01,2011-04-27,5760,5760,0.002,0.0038,1.0
gz01,2011-04-28,5760,5760,0.0021,0.0039,1.0
gz01,2011-04-29,5760,5760,0.0021,0.0041,1.0
gz01,2011-04-30,5760,5760,0.0021,0.0039,1.0
gz01,2011-05-01,5760,5760,0.0021,0.004,1.0
gz01,2011-05-02,5760,5760,0.0021,0.004,1.0
gz01,2011-05-03,5760,5760,0.002,0.0039,1.0
gz01,2011-05-04,5760,5760,0.002,0.0038,1.0
gz01,2011-05-05,5760,5760,0.0019,0.0038,1.0
gz01,2011-05-06,5760,5760,0.002,0.003805000000000018,1.0
gz01,2011-05-07,5760,5760,0.0021,0.0043,1.0
gz01,2011-05-08,5760,5760,0.002,0.0038,1.0
gz01,2011-05-09,5760,5760,0.002,0.0039,1.0
gz01,2011-05-10,5760,5760,0.002,0.004,1.0
gz01,2011-05-11,5760,5760,0.002,0.0039,1.0
gz01,2011-05-12,5760,5760,0.002,0.0039,1.0
gz01,2011-05-13,5760,5760,0.002,0.0039,1.0
gz01,2011-05-14,5760,5760,0.002,0.0039,1.0
gz01,2011-05-15,5760,5760,0.0021,0.004,1.0
gz01,2011-05-16,5760,5760,0.002,0.0039,1.0
gz01,2011-05-17,5760,5760,0.002,0.0039,1.0
gz01,2011-05-18,5760,5760,0.002,0.003805000000000018,1.0
gz01,2011-05-19,5760,5760,0.002,0.0038,1.0
gz01,2011-05-20,5760,5760,0.0019,0.0037,1.0
gz01,2011-05-21,5760,5760,0.0018,0.0036,1.0
gz01,2011-05-22,5760,5760,0.0018,0.0035,1.0
gz01,2011-05-23,5760,5760,0.0019,0.0037,1.0
gz01,2011-05-24,5760,5760,0.0019,0.0038,1.0
gz01,2011-05-25,5760,5760,0.0019,0.0037,1.0
gz01,2011-05-26,5760,5760,0.0019,0.0039,1.0
gz01,2011-05-27,5760,5760,0.0019,0.0039,1.0
gz01,2011-05-28,5760,5760,0.002,0.0041,1.0
gz01,2011-05-29,5760,5760,0.002,0.0039,1.0
gz01,2011-05-30,5760,5760,0.002,0.0039,1.0
gz01,2011-05-31,5760,5760,0.002,0.004,1.0
gz01,2011-06-01,5760,5760,0.002,0.004,1.0
gz01,2011-06-02,5760,5760,0.002,0.004,1.0
gz01,2011-06-03,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-04,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-05,5760,5760,0.002,0.0041,1.0
gz01,2011-06-06,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-07,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-08,5760,5760,0.0018,0.0037,1.0
gz01,2011-06-09,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-10,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-11,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-12,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-13,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-14,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-15,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-16,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-17,5760,5760,0.002,0.0038,1.0
gz01,2011-06-18,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-19,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-20,5760,5760,0.0019,0.0037,1.0
gz01,2011-06-21,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-22,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-23,5760,5760,0.002,0.0039,1.0
gz01,2011-06-24,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-25,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-26,5760,5760,0.002,0.0039,1.0
gz01,2011-06-27,5760,5760,0.002,0.0039,1.0
gz01,2011-06-28,5760,5760,0.0019,0.0039,1.0
gz01,2011-06-29,5760,5760,0.0019,0.0038,1.0
gz01,2011-06-30,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-01,5760,5760,0.0021,0.0045,1.0
gz01,2011-07-02,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-03,5760,5760,0.00195,0.0039,1.0
gz01,2011-07-04,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-05,5760,5760,0.002,0.0043,1.0
gz01,2011-07-06,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-07,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-08,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-09,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-10,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-11,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-12,5760,5760,0.0019,0.004,1.0
gz01,2011-07-13,5760,5760,0.0019,0.0037,1.0
gz01,2011-07-14,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-15,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-16,5760,5760,0.0019,0.0041,1.0
gz01,2011-07-17,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-18,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-19,5760,5760,0.0018,0.0034,1.0
gz01,2011-07-20,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-21,5760,5760,0.0018,0.0037,1.0
gz01,2011-07-22,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-23,5760,5760,0.0018,0.0037,1.0
gz01,2011-07-24,5760,5760,0.0018,0.0039,1.0
gz01,2011-07-25,5760,5760,0.0018,0.0038,1.0
gz01,2011-07-26,5760,5760,0.0019,0.0038,1.0
gz01,2011-07-27,5760,5760,0.002,0.0041,1.0
gz01,2011-07-28,5760,5760,0.002,0.0041,1.0
gz01,2011-07-29,5760,5760,0.002,0.0041,1.0
gz01,2011-07-30,5760,5760,0.0019,0.0039,1.0
gz01,2011-07-31,5760,5760,0.002,0.0039,1.0
gz01,2011-08-01,5760,5760,0.0019,0.004,1.0
gz01,2011-08-02,5760,5760,0.002,0.0042,1.0
gz01,2011-08-03,5760,5760,0.0019,0.004,1.0
gz01,2011-08-04,5760,5760,0.0019,0.0041,1.0
gz01,2011-08-05,5760,5760,0.002,0.004,1.0
gz01,2011-08-06,5760,5760,0.002,0.0042,1.0
gz01,2011-08-07,5760,5760,0.0019,0.0042,1.0
gz01,2011-08-08,5760,5760,0.0019,0.0042,1.0
gz01,2011-08-09,5760,5760,0.0019,0.004,1.0
gz01,2011-08-10,5760,5760,0.002,0.004,1.0
gz01,2011-08-11,5760,5760,0.0019,0.004,1.0
gz01,2011-08-12,5760,5760,0.0019,0.004,1.0
gz01,2011-08-13,5760,5760,0.002,0.0042,1.0
gz01,2011-08-14,5760,5760,0.002,0.0041,1.0
gz01,2011-08-15,5760,5760,0.002,0.0041,1.0
gz01,2011-08-16,5760,5760,0.0021,0.004505000000000018,1.0
gz01,2011-08-17,5760,5760,0.002,0.0042,1.0
gz01,2011-08-18,5760,5760,0.0019,0.0041,1.0
gz01,2011-08-19,2321,2321,0.002,0.0042,1.0
gz01,2011-08-20,1397,1397,0.002,0.0038200000000000044,1.0
gz01,2011-08-22,4504,4504,0.002,0.004,1.0
gz01,2011-08-23,5760,5760,0.002,0.0041,1.0
gz01,2011-08-24,5760,5760,0.002,0.004,1.0
gz01,2011-08-25,5760,5760,0.002,0.0041,1.0
gz01,2011-08-26,5760,5760,0.002,0.004,1.0
gz01,2011-08-27,5760,5760,0.002,0.0041,1.0
gz01,2011-08-28,5760,5760,0.002,0.0042,1.0
gz01,2011-08-29,5760,5760,0.002,0.0041,1.0
gz01,2011-08-30,5760,5760,0.002,0.004,1.0
gz01,2011-08-31,5760,5760,0.0019,0.0039,1.0
gz01,2011-09-01,5760,5760,0.0019,0.004,1.0
gz01,2011-09-02,5760,5760,0.002,0.0042,1.0
gz01,2011-09-03,5760,5760,0.002,0.004,1.0
gz01,2011-09-04,5760,5760,0.002,0.0039,1.0
gz01,2011-09-05,5760,5760,0.002,0.0041,1.0
gz01,2011-09-06,5760,5760,0.002,0.004,1.0
gz01,2011-09-07,5760,5760,0.0019,0.004,1.0
gz01,2011-09-08,5760,5760,0.0019,0.004,1.0
gz01,2011-09-09,5760,5760,0.002,0.0042,1.0
gz01,2011-09-10,5760,5760,0.002,0.0042,1.0
gz01,2011-09-11,5760,5760,0.0019,0.004,1.0
gz01,2011-09-12,5760,5760,0.0021,0.0043,1.0
gz01,2011-09-13,2868,2868,0.0022,0.0052,1.0
gz01,2011-09-14,5760,5760,0.002,0.004,1.0
gz01,2011-09-15,5760,5760,0.0021,0.0043,1.0
gz01,2011-09-16,5760,5760,0.002,0.004,1.0
gz01,2011-09-17,5760,5760,0.0022,0.0044,1.0
gz01,2011-09-18,5201,5201,0.002,0.004,1.0
gz01,2011-09-19,2961,2961,0.002,0.004,1.0
gz01,2011-09-20,3086,3086,0.002,0.004,1.0
gz01,2011-09-21,3795,3795,0.0021,0.0041,1.0
gz01,2011-09-22,3763,3763,0.0021,0.004,1.0
gz01,2011-09-23,3828,3828,0.002,0.0039,1.0
gz01,2011-09-24,3774,3774,0.002,0.0039,1.0
gz01,2011-09-25,3801,3801,0.002,0.004,1.0
gz01,2011-09-26,3781,3781,0.0021,0.0044,1.0
gz01,2011-09-27,5694,5694,0.002,0.0039,1.0
gz01,2011-09-28,5760,5760,0.002,0.0041,1.0
gz01,2011-09-29,5760,5760,0.0021,0.0042,1.0
gz01,2011-09-30,5760,5760,0.002,0.0042,1.0
gz01,2011-10-01,5760,5760,0.0019,0.004,1.0
gz01,2011-10-02,5760,5760,0.002,0.0041,1.0
gz01,2011-10-03,5760,5760,0.002,0.0041,1.0
gz01,2011-10-04,5760,5760,0.0021,0.0044,1.0
gz01,2011-10-05,5760,5760,0.0021,0.0043,1.0
gz01,2011-10-06,5760,5760,0.0021,0.0044,1.0
gz01,2011-10-07,5760,5760,0.0019,0.0041,1.0
gz01,2011-10-08,5760,5760,0.0021,0.0044,1.0
gz01,2011-10-09,5760,5760,0.002,0.004,1.0
gz01,2011-10-10,5758,5758,0.002,0.0039,1.0
gz01,2011-10-11,5760,5760,0.002,0.004,1.0
gz01,2011-10-12,5760,5760,0.002,0.0041,1.0
gz01,2011-10-13,5760,5760,0.0019,0.0039,1.0
gz01,2011-10-14,5760,5760,0.002,0.004,1.0
gz01,2011-10-15,5760,5760,0.0021,0.0041,1.0
gz01,2011-10-16,5760,5760,0.002,0.0042,1.0
gz01,2011-10-17,5760,5760,0.002,0.004,1.0
gz01,2011-10-18,5760,5760,0.002,0.004,1.0
gz01,2011-10-19,5760,5760,0.002,0.004,1.0
gz01,2011-10-20,5760,5760,0.002,0.004,1.0
gz01,2011-10-21,5760,5760,0.002,0.0043,1.0
gz01,2011-10-22,5760,5760,0.002,0.0043,1.0
gz01,2011-10-23,5760,5760,0.0022,0.0045,1.0
gz01,2011-10-24,5760,5760,0.0021,0.0046,1.0
gz01,2011-10-25,5760,5760,0.0021,0.0044,1.0
gz01,2011-10-26,5760,5760,0.002,0.0044,1.0
gz01,2011-10-27,5760,5760,0.002,0.0043,1.0
gz01,2011-10-28,5760,5760,0.002,0.0043,1.0
gz01,2011-10-29,5760,5760,0.002,0.0043,1.0
gz01,2011-10-30,5760,5760,0.002,0.0043,1.0
gz01,2011-10-31,5760,5760,0.002,0.0043,1.0
gz01,2011-11-01,5760,5760,0.0021,0.004505000000000018,1.0
gz01,2011-11-02,5760,5760,0.0021,0.0044,1.0
gz01,2011-11-03,5760,5760,0.002,0.0043,1.0
gz01,2011-11-04,5760,5760,0.0021,0.0044,1.0
gz01,2011-11-05,5760,5760,0.002,0.0042,1.0
gz01,2011-11-06,5760,5760,0.002,0.0043,1.0
gz01,2011-11-07,5760,5760,0.002,0.0043,1.0
gz01,2011-11-08,5760,5760,0.0021,0.0044,1.0
gz01,2011-11-09,5760,5760,0.002,0.0042,1.0
gz01,2011-11-10,5760,5760,0.002,0.0042,1.0
gz01,2011-11-11,5760,5760,0.0021,0.0043,1.0
gz01,2011-11-12,5760,5760,0.002,0.0042,1.0
gz01,2011-11-13,5760,5760,0.002,0.0042,1.0
gz01,2011-11-14,5760,5760,0.0021,0.0042,1.0
gz01,2011-11-15,5760,5760,0.0022,0.0045,1.0
gz01,2011-11-16,5760,5760,0.002,0.0042,1.0
gz01,2011-11-17,5760,5760,0.002,0.0042,1.0
gz01,2011-11-18,5760,5760,0.002,0.0042,1.0
gz01,2011-11-19,5760,5760,0.002,0.0041,1.0
gz01,2011-11-20,5760,5760,0.0021,0.0042,1.0
gz01,2011-11-21,5760,5760,0.002,0.0041,1.0
gz01,2011-11-22,5760,5760,0.002,0.0041,1.0
gz01,2011-11-23,5760,5760,0.0019,0.004,1.0
gz01,2011-11-24,5760,5760,0.0019,0.0039,1.0
gz01,2011-11-25,5760,5760,0.002,0.004,1.0
gz01,2011-11-26,5760,5760,0.002,0.0043,1.0
gz01,2011-11-27,5760,5760,0.0021,0.004105000000000018,1.0
gz01,2011-11-28,5760,5760,0.002,0.004,1.0
gz01,2011-11-29,5760,5760,0.002,0.0041,1.0
gz01,2011-11-30,5760,5760,0.0021,0.0044,1.0
gz01,2011-12-01,5760,5760,0.002,0.0043,1.0
gz01,2011-12-02,5760,5760,0.002,0.0045,1.0
gz01,2011-12-03,5760,5760,0.002,0.0042,1.0
gz01,2011-12-04,5760,5760,0.002,0.0041,1.0
gz01,2011-12-05,5760,5760,0.002,0.0042,1.0
gz01,2011-12-06,5760,5760,0.002,0.0041,1.0
gz01,2011-12-07,5760,5760,0.002,0.0041,1.0
gz01,2011-12-08,5760,5760,0.002,0.0041,1.0
gz01,2011-12-09,5760,5760,0.0021,0.0044,1.0
gz01,2011-12-10,5760,5760,0.002,0.0042,1.0
gz01,2011-12-11,5760,5760,0.002,0.0042,1.0
gz01,2011-12-12,5760,5760,0.0019,0.0041,1.0
gz01,2011-12-13,5760,5760,0.002,0.0041,1.0
gz01,2011-12-14,5760,5760,0.002,0.0041,1.0
gz01,2011-12-15,5760,5760,0.002,0.0041,1.0
gz01,2011-12-16,5760,5760,0.002,0.004,1.0
gz01,2011-12-17,5760,5760,0.002,0.004,1.0
gz01,2011-12-18,5760,5760,0.002,0.004,1.0
gz01,2011-12-19,5760,5760,0.002,0.0041,1.0
gz01,2011-12-20,5760,5760,0.002,0.0043,1.0
gz01,2011-12-21,5760,5760,0.0021,0.0042,1.0
gz01,2011-12-22,5760,5760,0.002,0.0042,1.0
gz01,2011-12-23,5760,5760,0.002,0.0042,1.0
gz01,2011-12-24,5760,5760,0.0021,0.0043,1.0
gz01,2011-12-25,5760,5760,0.002,0.0042,1.0
gz01,2011-12-26,5760,5760,0.002,0.0042,1.0
gz01,2011-12-27,5760,5760,0.002,0.0041,1.0
gz01,2011-12-28,5760,5760,0.0021,0.0042,1.0
gz01,2011-12-29,5760,5760,0.002,0.0042,1.0
gz01,2011-12-30,5760,5760,0.0020499999999999997,0.0044,1.0
gz01,2011-12-31,5760,5760,0.002,0.0042,1.0
gz01,2012-01-01,5760,5760,0.002,0.0042,1.0
gz01,2012-01-02,5760,5760,0.002,0.0042,1.0
gz01,2012-01-03,5760,5760,0.002,0.0042,1.0
gz01,2012-01-04,5760,5760,0.002,0.0041,1.0
gz01,2012-01-05,5713,5713,0.002,0.0042,1.0
gz01,2012-01-06,5760,5760,0.002,0.0042,1.0
gz01,2012-01-07,5760,5760,0.0021,0.0043,1.0
gz01,2012-01-08,5760,5760,0.0021,0.0043,1.0
gz01,2012-01-09,5760,5760,0.002,0.0042,1.0
gz01,2012-01-10,5760,5760,0.0021,0.0042,1.0
gz01,2012-01-11,5760,5760,0.002,0.0042,1.0
gz01,2012-01-12,5760,5760,0.002,0.0042,1.0
gz01,2012-01-13,5760,5760,0.002,0.0042,1.0
gz01,2012-01-14,5760,5760,0.002,0.0041,1.0
gz01,2012-01-15,5760,5760,0.002,0.0041,1.0
gz01,2012-01-16,5760,5760,0.0021,0.0042,1.0
gz01,2012-01-17,5760,5760,0.002,0.0042,1.0
gz01,2012-01-18,5760,5760,0.002,0.0041,1.0
gz01,2012-01-19,5760,5760,0.002,0.0041,1.0
gz01,2012-01-20,5760,5760,0.0022,0.0043,1.0
gz01,2012-01-21,5760,5760,0.0021,0.0042,1.0
gz01,2012-01-22,5760,5760,0.0021,0.0042,1.0
gz01,2012-01-23,5760,5760,0.002,0.0042,1.0
gz01,2012-01-24,5760,5760,0.0021,0.0043,1.0
gz01,2012-01-25,5760,5760,0.0021,0.0042,1.0
gz01,2012-01-26,5760,5760,0.002,0.0042,1.0
gz01,2012-01-27,5760,5760,0.002,0.0041,1.0
gz01,2012-01-28,5760,5760,0.002,0.0041,1.0
gz01,2012-01-29,5760,5760,0.002,0.0041,1.0
gz01,2012-01-30,5760,5760,0.002,0.0043,1.0
gz01,2012-01-31,5760,5760,0.002,0.0041,1.0
gz01,2012-02-01,5760,5760,0.002,0.004,1.0
gz01,2012-02-02,5760,5760,0.002,0.0041,1.0
gz01,2012-02-03,5760,5760,0.002,0.0042,1.0
gz01,2012-02-04,5760,5760,0.002,0.0042,1.0
gz01,2012-02-05,5760,5760,0.002,0.004,1.0
gz01,2012-02-06,5760,5760,0.002,0.0041,1.0
gz01,2012-02-07,5760,5760,0.002,0.0041,1.0
gz01,2012-02-08,5760,5760,0.002,0.0042,1.0
gz01,2012-02-09,5760,5760,0.002,0.0041,1.0
gz01,2012-02-10,5760,5760,0.002,0.0041,1.0
gz01,2012-02-11,5760,5760,0.0019,0.004,1.0
gz01,2012-02-12,5758,5758,0.002,0.004014999999999964,1.0
gz01,2012-02-13,5760,5760,0.0021,0.0042,1.0
gz01,2012-02-14,5760,5760,0.0021,0.0041,1.0
gz01,2012-02-15,5760,5760,0.0021,0.0043,1.0
gz01,2012-02-16,5760,5760,0.0019,0.0041,1.0
gz01,2012-02-17,5760,5760,0.002,0.004,1.0
gz01,2012-02-18,5760,5760,0.002,0.0042,1.0
gz01,2012-02-19,5760,5760,0.0021,0.0043,1.0
gz01,2012-02-20,5760,5760,0.0021,0.0043,1.0
gz01,2012-02-21,5760,5760,0.002,0.0042,1.0
gz01,2012-02-22,5760,5760,0.0020499999999999997,0.0043,1.0
gz01,2012-02-23,5760,5760,0.002,0.0042,1.0
gz01,2012-02-24,5760,5760,0.002,0.0041,1.0
gz01,2012-02-25,5760,5760,0.002,0.0041,1.0
gz01,2012-02-26,5760,5760,0.0019,0.004,1.0
gz01,2012-02-27,5760,5760,0.0021,0.0044,1.0
gz01,2012-02-28,5760,5760,0.0019,0.0042,1.0
gz01,2012-02-29,5760,5760,0.002,0.0041,1.0
gz01,2012-03-01,5760,5760,0.0021,0.0042,1.0
gz01,2012-03-02,5760,5760,0.002,0.0042,1.0
gz01,2012-03-03,5760,5760,0.002,0.0042,1.0
gz01,2012-03-04,5760,5760,0.0021,0.004305000000000018,1.0
gz01,2012-03-05,5760,5760,0.002,0.0041,1.0
gz01,2012-03-06,5760,5760,0.0021,0.0048,1.0
gz01,2012-03-07,5760,5760,0.002,0.0041,1.0
gz01,2012-03-08,5760,5760,0.0021,0.0042,1.0
gz01,2012-03-09,5760,5760,0.0022,0.0047,1.0
gz01,2012-03-10,5760,5760,0.0021,0.0044,1.0
gz01,2012-03-11,5760,5760,0.0021,0.0042,1.0
gz01,2012-03-12,5760,5760,0.0021,0.0043,1.0
gz01,2012-03-13,5760,5760,0.0021,0.0043,1.0
gz01,2012-03-14,5760,5760,0.0021,0.0045,1.0
gz01,2012-03-15,5760,5760,0.0021,0.0046,1.0
gz01,2012-03-16,5760,5760,0.0021,0.0044,1.0
gz01,2012-03-17,5760,5760,0.002,0.0043,1.0
gz01,2012-03-18,5760,5760,0.002,0.0042,1.0
gz01,2012-03-19,5760,5760,0.002,0.0043,1.0
gz01,2012-03-20,5760,5760,0.002,0.0042,1.0
gz01,2012-03-21,5760,5760,0.002,0.0042,1.0
gz01,2012-03-22,5760,5760,0.002,0.0042,1.0
gz01,2012-03-23,5760,5760,0.002,0.0042,1.0
gz01,2012-03-24,5760,5760,0.0022,0.0045,1.0
gz01,2012-03-25,5760,5760,0.0019,0.0042,1.0
gz01,2012-03-26,5760,5760,0.0020499999999999997,0.0042,1.0
gz01,2012-03-27,5760,5760,0.0023,0.0046,1.0
gz01,2012-03-28,5760,5760,0.00195,0.0042,1.0
gz01,2012-03-29,5760,5760,0.002,0.0045,1.0
gz01,2012-03-30,5760,5760,0.002,0.0042,1.0
gz01,2012-03-31,5760,5760,0.002,0.0042,1.0
gz01,2012-04-01,5760,5760,0.002,0.0044,1.0
gz01,2012-04-02,5760,5760,0.0019,0.0041,1.0
gz01,2012-04-03,5760,5760,0.0019,0.0041,1.0
gz01,2012-04-04,5760,5760,0.0019,0.0041,1.0
gz01,2012-04-05,5760,5760,0.0019,0.0042,1.0
gz01,2012-04-06,5760,5760,0.0019,0.0041,1.0
gz01,2012-04-07,5760,5760,0.002,0.0041,1.0
gz01,2012-04-08,5760,5760,0.002,0.0042,1.0
gz01,2012-04-09,5760,5760,0.002,0.0041,1.0
gz01,2012-04-10,5760,5760,0.00195,0.004,1.0
gz01,2012-04-11,5760,5760,0.002,0.0043,1.0
gz01,2012-04-12,5760,5760,0.0021,0.0044,1.0
